audit_id,sequence,split,old_category,new_category,category_changed,old_screening,new_screening,new_visual_reason,old_visual_reason,image_sha256,crop_sha256
088,hat04_indoor,fit,hat,hat,False,supported,supported,可见带图案的黑色盆帽。,黑色带黄色花纹的帽子可见。,1c8b68d9838470fc0d0e085b0bdb21bc95215fe802f8192a5e04ca946a3d0ccf,33b7a65f29c6bf661181c95879141f55155a40bdfc8a7662d8cf42fd93db9c67
089,human01_indoor,fit,person,jacket,True,supported,uncertain,框覆盖穿外套的人，外套可见，但仅凭初始化观测不能确认协议目标是衣物还是整个人。,穿黑色外套的人可见；背向镜头为瞬时视角。,c667916f3902cacc768bfc701d6cba9577f16d46895ae7d81665ed1fe778e086,19c3fb39481ae8669096707bdcc9a6c5beee1204c44b3bc8b58f838dad944f3e
090,human03_wild,fit,person,jacket,True,supported,uncertain,框覆盖穿外套的人，类别描述可见衣物，但目标指代可能是整个人。,穿深色外套的人可见。,7667f33ee082d130c703d9e9ec6c7c3bcf809bd2fa41bf919c7b98d7f204fb3c,37f90e09513ceeea79a6c0ac7fd66562bf2120a8aea2f02e66f86cad9866e2b7
091,human04_wild,fit,pants,pants,False,uncertain,uncertain,框同时覆盖人的上身和裤子，裤子可见但不能确认其为完整协议目标。,裤子在框内，但协议框同时包含上身与双臂，pants只描述其中一部分。,98f53a669724db6401218ffd482a194b96d8508c176c41617e7f07f38e0ad2bd,f3ab52d48a1f1cae5ef7adfcdc81d422f13e55c40adc500e356ead3d625d7b2f
092,human05_wild,fit,shorts,jump rope,True,uncertain,uncertain,框主要覆盖人，画面中也有绳状物；不能确认跳绳是否为协议框指定对象。,短裤在框内，但框还覆盖躯干、手臂与腿脚，目标指代范围不明确。,64c8e07b60223d2f0e173ee4412fd054fcf276759f3ad5fb48d1881e12ac70e9,713f464005ee9c789b12bfa42a8f69c12357f1e67d2f838671c37ed764c14355
093,human06_indoor,fit,shirt,tripod,True,uncertain,conflicting,框主要覆盖穿白衣的人，三脚架大部分在其旁边及框外；类别指向了邻近器材。,白衬衣存在，但框主要为包含头和躯干的人体，类别只对应其中部分。,01cbc3d886050b5a611a7ed4fa472cbd5837f2fdc735c24725a41df7215b0a6a,03cd89d1516fd192a13d64dd25cc2f19c40ee93011145fb884b80071d3733902
094,leaves01_wild,fit,leaf,leaf,False,supported,supported,可见具有叶脉与裂片的落叶。,黄色落叶轮廓可见。,526b655a7894638af0dd3bbd9d618a0ef1c0bbe1d82a8327e0590b17ff489936,2bb32663a99f6825b2b0ce83497d9c4db9bfa4b687e0679765e4497a8c88f2ce
095,leaves02_indoor,fit,plant,plant,False,supported,supported,可见绿色叶片组成的盆栽植物。,绿叶植物可见；tall缺少稳定尺度参照。,39e10db25d3405dcc01aa71a58d539eb7363e663e59504e03ee07732662eaaf6,11cee7076effb5b765c59abbff16e62f8ac18a407f27dc74f0955db82ab0b105
096,leaves03_wild,fit,leaf,leaf,False,supported,supported,可见黄色裂片状树叶。,枝上黄色叶片可见；oval-shaped与裂片形状不符，shiny缺乏明确证据。,b33799e52660e2b54369692419c6e3d4d1f56e7b4642d9dc7a55c4b3c35c7586,dfabdd884234164b122a75329d67eee52dcfdcc8a6de186fa32e11dd57bd8c59
097,leaves04_indoor,fit,fruit,corn,True,conflicting,conflicting,可见有叶脉的扁平叶片，未见玉米穗或玉米粒结构。,框内为细长扁平黄叶状物，不是所描述的圆形橙色水果。,f73d952877f05e39030cf7531f7666ac4a7a69e306484d83779704f788d0436f,89e1ecf02167ee6200759533a7e07fb6db354256d1497ba4df4612cb9942aba5
098,leaves05_indoor,fit,leaf,leaf,False,supported,supported,可见手持的黄色树叶及叶脉。,黄色裂叶可见；湿润和发亮未能确定。,4c4aa62d565f4d3267c7a2463e98deba4b6a93d75e520689255507dfb80186ca,039b4b5b6fb3a8dd402af5452cbcd162ce8e6b0a058f90ff56704162115be4ad
099,leaves06_wild,fit,leaf,leaf,False,supported,supported,可见手持褐色树叶。,黄色叶片可见；湿润状态不能确认。,62eb5bf0e5cec8a46e632b2067d7872d4e9ad6ecaf1a7f5b42f5046a1e263eaa,4e30ef4421f7719a8cd29a68e58e9806f2b79fc09feadebb0b4e1a2deb4a7935
100,lock01_wild,fit,lock,box,True,supported,conflicting,框中为挂在铁网上的挂锁，底部可见锁孔，非箱盒。,挂锁外形可见；wooden handle无直接证据。,ba26c809fde0f5d0fd874733a933fd72de50670c08df878cde88b1ea6504d4e2,f50e6e09d774485533e6e39d8bb8e2c93090cc1cf341d2795f61a77b7d4e05af
101,mac_indoor,fit,laptop,laptop,False,supported,supported,可见打开的笔记本电脑屏幕与键盘。,打开的笔记本电脑可见。,5730cb0b9034396ce8b0430225506db710823b9fc5bd9bab45ca82717d5e28bf,626c1941416c637abaa275bfce168f5107360a8e98ea6108d0ee442ad5ef1280
102,milkbottle_indoor,fit,cup,formula,True,conflicting,uncertain,可见蓝白色纸盒包装，但文字细节不足以确认配方奶类别。,框内为长方体纸盒包装，未见杯口与杯形；cup不受目标形状支持。,637f9a97b5f1183736726fc367b21a2a5c2e3db1a45310710f360dc9a399ac80,54adf0ab0d4644714c79be7faf3fd50b85e5aa0574d974aeba660693f0a103e5
103,mirror_indoor,fit,pan,button,True,supported,uncertain,可见较大的深色圆盘，缺少能确认纽扣类别的孔眼或衣物连接信息。,圆形锅底及延伸手柄可见。,7de1ddf945a680c57107eee4950ab731f71b702f02e4d8a3c7514fd204a81182,18fae632cbc66fc193a6187d8eb8e6f44a8bffeaa2402570b99cba581a90c975
104,mobilephone01_indoor,development,smartphone,phone,True,supported,supported,可见手持薄型矩形手机的侧面与边框。,手持薄板状手机及侧边结构可见。,a2502128395d9dee09f6d2109adf806df8f8b341438cb87707d71cb45287858a,a57e20201544bf92ecb0a5054f3226dd4912c165f112c3f388d73154bc0c540e
105,mobilephone02_indoor,development,shorts,shoe,True,conflicting,uncertain,手中深色小物细节很少，无法确认鞋的结构，也不据序列名称补充类别。,紧裁剪为手边独立的黑色窄物体；shorts指向附近穿着，不能代表该框内对象，具体物体细类仍不确定。,9370ab5537e3f7387bfa50a7af5d34347b8533889850761a8947c6a66761b087,7e35ae30955e1ade7eed7d7541418db7be43704a025c8d9a8541648aa4bb61c7
106,mobilephone04_indoor,fit,cell phone,knife,True,supported,uncertain,手中黑色折叠物被遮挡，未能清楚辨认刀刃或刀具结构。,手持黑色手机外形可见。,5e711ad89d1cab005cb970df16ef896553504215e22190c3bdd199dfb329bc28,3ce10258fa8588c350086532b59a364102705272cd6b9e6cbe097936984abeab
107,mobilephone05_indoor,fit,light bulb,toothbrush,True,uncertain,uncertain,可见细长金属色物件，但没有足够细节确认牙刷的刷头。,细长发亮管状物可见，但无法确认灯泡；glowing可能是反射。,af93a2ce2645fe04047ca6bfb9df6e3123c1072d86a5c10c4d61183044ab9cb4,47c039da05efa1a7c2d990e15901358bd9b811652d61b089f0d6bd0e0b1a1ae0
108,mobilephone06_indoor,fit,phone,phone,False,supported,supported,可见竖立的矩形手机屏幕及浅色边框。,带黑屏的手机外形可见；划痕与反射污迹不能完全区分。,96b3d2cae3e8f6c77dc80630829b7992c1a8bdf39c21e524806326b9c3fe0650,b85ba0fdde419c0b15487b210503e7663c0def535d1a34699daa0320e98b0cba
109,mushroom01_indoor,fit,strawberry,strawberry,False,conflicting,conflicting,可见带浅色斑点的红色宽圆菌盖，未见草莓的籽及典型果形。,红色宽圆斑点菌盖样物可见，不呈草莓形态。,98a275e3ce5411a226282ae6ae6f37226d87bde714c8ebad94ad7ebf4650eba1,e165f7ef1d98aa615cfb1bafc8557804ce54883d9928db89c28b98c9861fe302
110,mushroom02_wild,fit,mushroom,rock,True,supported,conflicting,可见树旁菌类的宽菌盖和下方生长结构，更支持菌类而非岩石。,带柄菌盖及生长环境支持蘑菇；smooth与可见斑点应分开描述。,221e60a8b6d8213b3d23fae4db7ab50b39d82a9633a8b73672f4cd1d758c1ed4,fbffa976b1519fad2f12dd6b032efd384a0dc738e80f07b3a45b5a2fd873df70
111,mushroom03_wild,fit,mushroom,mushroom,False,supported,supported,可见成簇的褐色菌盖与菌柄。,菌盖与菌柄可见；湿润只能作外观推测。,25872e1a1f048b696bf494114bb182767ece151c94ec87079dc15c2337b35420,df77a93635aed3f243a7dea7ef6034a03cec3423b6c847bbb2748a4eace09378
112,mushroom04_indoor,fit,food,toothpaste,True,uncertain,conflicting,可见带白点的红色菌盖，未见牙膏管或牙膏包装。,红色斑点菌盖样物可见，无法由图像确认food用途或crispy口感。,fb5221e1a5fcb2b0ee4f3eb2b6affcd27625af86782284ac1988aee3bbc99d8f,584ac235d9e5ab84e0154e76c16301ef8a7ad0ae0a5ec2a052a3b0c0cca0e4db
113,mushroom05_indoor,fit,fruit,strawberry,True,conflicting,conflicting,可见红色带浅色斑点的宽菌盖，不支持草莓类别。,红色斑点菌盖样结构可见，非橙皮水果；smooth亦不符合斑点表面。,69c30f81585094382dfb6e37b95f9d4d117fdbf3d1500cfc09604af999d50227,82b750fd7f2f4a9d88e87ae3735617cc784598551bf17ebd93799716cfb7dec6
114,notebook02_indoor,development,notebook,notebook,False,supported,supported,可见黑色封面的装订笔记本。,带装订边的笔记本可见。,1ffc7b46540cf8f9c9719d3aeac03f8d9811531a5b7f119e0a307e1cce3500f5,e3733a31c288d608496de7c49363374f8a78da83cbbc3a9785c55c31c4f3d5eb
115,notebook03_indoor,fit,notebook,notebook,False,supported,supported,可见带方格纸页的装订笔记本。,装订纸本可见；白/灰受照明影响，网格不够清晰。,4c73ddb9bdd2056f8a26f5db6e27eb5df6b1d0444cf1dfdca2edf3e2021761d0,b8f03d44b11a0bbf390c576ad24f55bc41d00f82bd8775553b5926f548033190
116,paintbottle_indoor,fit,cylinder,beauty_product,True,supported,uncertain,可见喷罐状容器，但标签不清，无法确认其为美容产品。,灰色圆柱状物可见，几何粗类别有支持。,97f014094f216fc6fdf3ad747f966cc546ec39dcd1a839e57fc8a9d0d85c2398,fb14db4bd396cda44642f7a4459f2f8249a7da2e2930de150e65fc644628f244
117,painting_indoor_320,fit,photo,photograph,True,supported,supported,可见人物肖像照片及白色边缘。,黑白人物照片可见。,b933450048b0fed6f546d1a6e54ce0c53bba29b912bf9b174b23670997c72f3e,c47d03a666b79fd3f345632311380c6695a4dfc398422b3c1bb3b828c459fd58
118,parkingsign_wild,fit,sign,parking sign,True,supported,supported,可见蓝底白色P标志的停车标牌。,蓝底白色P标志牌可见。,edc5de9250f8fc3e78089a89cc3f290fcf841af4cf4ad5908ce713924425d1d2,bdd349ca4bc5aac1d915d43db51e2a424519d006fb2302745c75c61dbd397212
119,pigeon03_wild,fit,bird,bird,False,supported,supported,可见站立的鸟及喙、身体和脚。,地面鸟类轮廓可见；long beak细节不足。,b00ab5d3da6eab9a6a1eb79e816c0b2e4d921c9913a3bc520d461144ba5600a2,e08c346ca19402518c83f3711b0d01fd97fba2c4c61f7af942b6248328a6000f
120,pigeon05_wild,fit,bird,camera,True,uncertain,uncertain,目标极小且模糊，轮廓可能为栖息的鸟，但不足以可靠确认相机或其他类别。,框内远处小黑影像素不足，无法确认鸟类及喙。,202df2238332e3ba3ab1cda94a115ccfb4186dc785a86fbced0c17a2a9338f7a,b87abeac342ebd36515f570301b40a7440dcf1182818ec2707ba9d92764db06b
121,pigeon06_wild,fit,bird,bottle,True,supported,conflicting,可见站立鸟的身体和脚，未见瓶口或瓶身结构。,站立的鸟类轮廓可见。,1ae0ecbb38f8f98d7156f30c936c70b63fd8de1c42493220dc17c8c5dafce82e,87177c2c53e2eea4d8035ec6d7ca38eb40b78b5115e929db58aa8c442fac1297
122,pigeon07_wild,fit,bird,bird,False,supported,supported,可见地面的鸟及其侧面轮廓。,地面鸟类及灰色羽毛可见；脚部并不清晰。,555a12e3dd3613716d8818541aac4616f90cd9fc97f3be37766720c06e61dd09,f5334a8cca6b27c48edbb61e02cd1f628e91e26f4a552467fccb266ae5c8c4e9
123,pine01_indoor,fit,leaf,brush,True,uncertain,conflicting,可见枝条及沿枝分布的针叶，更支持植物枝条而非清洁刷。,细长植物枝叶可见，单片leaf与针叶枝条难以区分；waxy无法确认。,28fb03b16a997116d8d4f581a110a92214b10082d5656a6bcb0802a38330f91a,b94020ae61d57ff3a4b784684987fe78837ac2f7a2d740eee6c2adcd94e74b86
124,pine02_wild_320,fit,target,camera,True,uncertain,uncertain,目标区域很暗且尺寸小，缺少能确认相机类别的细节。,框内过暗且对象很小；target只是指代词，不提供可核验类别。,8c56259165397662288bc75537dd168e73bcfd4d56f627ed868b3d01d3a12cae,bc34391d88e0742c0b0ecdf7f0af38d9bf46b10962563f42a53efc321257ea28
125,shoes01_indoor,fit,shoe,shoe,False,supported,supported,可见人脚上的黑色鞋。,脚上黑鞋外形可见；suede材质未证实。,710a4dcea5164ddb24ff264a024d3924ec62370a730efea43860594fdb7dda03,4ea88e1ebf9141b4ecbf4b2d2bf6d02ef90228612563b8fd6ec2e0e586bbafa2
126,shoes03_indoor,fit,shoe,shoe,False,supported,supported,可见鞋帮、鞋带及鞋底。,蓝色鞋可见；黑袜为关联穿着，不是鞋自身属性。,b9f1be6a3d257177d005b6ecf367c8ab5d55fd2c0813b19b723fb6689ddeab90,effb1934c7cfddcae1b78b9688a64e2d30d9a645a6d27da8cecb03e25f00440b
127,skateboard01_indoor,fit,skateboard,skateboard,False,supported,supported,可见滑板板面及下方轮子。,黑板红轮滑板可见。,caafdcae9bf7b93557e56569baabeee89b13907424a89f800bec869e03e2f56e,7e820f3f6f41d3c3b32a2d38bd559b0c3be6e179985b0a41fb502f8f01d5a52e
128,skateboard02_indoor,fit,skateboard,skateboard,False,supported,supported,可见滑板板面和红色轮子。,黑板红轮滑板可见。,0b5f3ad8cb7f7494d7e650f25587e4127f75d0d806a9b0a7168d5f44cb1dae25,d70a4e0be96e1fee34ee55eeed7f1aa292fdceca4a116dd7a2d88b86793dd0dc
129,speaker_indoor,fit,speaker,logo,True,supported,uncertain,JBL标志清楚可见，但框覆盖实体设备，不能确认标志本身是否为协议目标。,带JBL标志的音箱外形可见。,f43ab72e977644396b3b64f42da6a6c1912a789693db41bd3e0561b05cb1c458,c0ed921d427a541e8dbe2089a7fcd47774569934b0b0b2b9d540ed3aeb9a9295
130,stand_indoor,fit,camera,camera,False,conflicting,conflicting,可见带吸盘和夹持结构的支架，未见相机镜头或机身。,手中为有孔圆盘与支架的机械组件，未见相机镜头结构；silver lens不受图像支持。,5d778348a1a7ec61ca2e14d4773b38b2d6e1582d117bc8f16abbc399f86a1f3e,2056741c6aafe0d236ab5398ff34744329212a7f8b8bc294070e0e695f01967c
131,suitcase_indoor,fit,laptop,briefcase,True,conflicting,uncertain,可见大型黑色箱包，但外形更接近行李箱，无法确认公文包这一细分类别。,框内为大型直立拉杆箱，非笔记本电脑。,e5f9586ed44057e12cae0b9af767e167b7df6216a91cfcf8b8804ed9db9264ab,c6374c9cb464921b65fd6536804c18fc9989494abab6159f15a974c750984493
132,swing01_wild,fit,swinging seat,lock,True,supported,conflicting,可见悬挂的儿童秋千座椅及其框架，未见锁的结构。,悬吊秋千座可见；金属框架并非座椅材质的可靠判断。,4590ec9b76e9b7d5b41dddd10049fab883d79854dc17b9bbf7b6eb06c70a6496,67ea40cc0f0d511464fbc46cf20a7c2ad1adebc6d773b1f7aa0b3f222d03918a
133,swing02_wild,fit,swings,scooter,True,supported,conflicting,可见悬挂的秋千座椅，未见滑板车的车轮、踏板或车把。,悬吊秋千座可见。,023de770e44b9f0ca2442a570b75c508cad00a8609f51bad23f0c876fe7a6253,75507e84b1adcc81794fb3b01ae45f2aee5df72ec6b0237828ffce13d2874935
134,teacup_indoor,fit,shirt,cup,True,conflicting,supported,可见手持的白色杯体。,框内为手持黑白小物，浅蓝短袖属于框外人物穿着。,fb2a47c25de89e013213f199d37f459441f1c96a274815c10efb7f71e1be7352,7c60720ff1c6182b58237bd200da443098fc896ab1fad32ebeed9c27aa6e702c
135,thermos01_indoor,fit,clock,flashlight,True,conflicting,uncertain,可见蓝色圆柱容器，细节不足以确认手电筒的发光端或开关。,框内为蓝色细长圆柱物；钟表在旁边背景，不在目标框内。,c16728a927ab85a1374f1a95735cfbde375a85a884396d25603855035d29020f,a90550294fa2a8254556d0da4fb8bf12a8ec813e9dd95c628c0eae55ce4ec502
136,thermos02_indoor,fit,coffee maker,coffee-maker,True,uncertain,conflicting,可见带手柄和水位窗的电热水壶，更支持水壶而非咖啡机。,带柄壶状电器可见，像水壶；不能确认咖啡机功能，digital display不明确。,913db688a1d57f619732f9df19d0010f6402df9511ac45ae8d07b933064d1561,4559cb5cf8f2f669658adb5381f46710282aeab3451c2676e9747eea9d17856d
137,toiletpaper02_indoor,fit,toilet paper,toilet paper,False,supported,supported,可见有压纹的卫生纸卷。,白色卷纸可见。,19ad3e0bfab99674feaa6263be151f4c7ec06742f0f2217f27f35cda07fc61dd,878613a812bdd85999f3b812dcd604c384063b6c05b5df3a23633d7b14969a34
138,toiletpaper03_indoor,fit,wii remote,rubber,True,uncertain,uncertain,可见白色方形物件，仅凭外观无法确认橡胶材质或橡皮用途。,白色方块或盒状物可见；缺少Wii遥控器按钮与细长外形证据。,8e8d3704202b95de4d549de80cd6abc34a65529bc47b0d3f6817b9d35c490101,dca6250717ecc526ced7567a6713acdfa0e6a7831d0d03571fe5955fefb2c3db
139,toiletpaper04_indoor,fit,cup,cylinder,True,uncertain,supported,可见白色圆柱形物体；仅支持几何形状，不提供具体对象类别。,白色圆柱物可见，但未见杯口，无法排除卷纸或其他容器。,6d0e8716f3d22c56e12abb16e1f3ec1f920657046d10c4be21a2a63bf8255fc7,5c16ba268323cd2619f12c07e28116f78556588e0a01c147b03258026ff5b060
140,toy01_indoor,fit,remote control,lighter,True,conflicting,conflicting,可见具有头部、翅状肢体和脚的白色玩偶，未见打火机结构。,白色企鹅状玩偶及黄色脚部可见，非有按键的遥控器。,23f8061bfe28ed9ff3262715f32c6f19266e2c57630becf3b1fb815dc789c42f,077910e33f1cac6eabea8863441d0c8f108da5bc8dabb21f76853f9c5388b292
141,toy03_indoor,fit,action figure,basketball,True,supported,conflicting,可见穿衣人形玩偶及头、四肢，非篮球。,彩色人物玩偶可见；篮球属性不清楚。,b4236d9186d2c012c93f0e2062286198435164d01bcf9488e92beede2af23840,31dccaca4f68b3c8413a6449bab6a86e1476b37f9f9c8ec761c0c2a9707467ee
142,toy04_indoor,fit,vegetable,pumpkin,True,supported,supported,可见橙色带蒂瓜类及绘制的脸部图案，与南瓜这一宽泛称呼相容。,瓜类外形支持粗类别vegetable；脸部更像涂画，carved无法确认。,086fc21f03f0ff0f5660fba7a655aa17b2af875ba30c4818c854a3dde036d524,66667f6af91256e7337c165f6dc97f989a554d15da7f06efda87059e8b51c519
143,toy05_indoor,fit,phone,lightbulb,True,conflicting,conflicting,可见戴帽、有身体和底座的装饰玩偶，未见灯泡结构。,手中为黑白企鹅状玩偶，非白壳手机，未见背部摄像头。,79d3c3fc3c497fba132bbf885a2cf6a14c7b150c53d3aa55ebb868f5dd5ae837,825362fce7b5dae1a0926b33968eeeb77c9ded5a66fce99adfe729062197dc20
144,toy06_indoor,fit,book,book,False,uncertain,conflicting,可见尖帽和长胡须的装饰玩偶，未见书本封面或书页。,三角折叠、带图案的物体可见，不能确认书本、封面或书脊。,584e78c6092951ee0818ac82399a39d7131ebec278a6051e753f3355b2ab13de,58ba24846c5555824a5a5d6e6925323cfbfafdb889c37270c7ca92f1b503a060
145,toy07_indoor_320,fit,doll,keychain,True,supported,uncertain,可见悬挂的小型毛绒玩偶，但没有清晰钥匙圈或连接结构以确认钥匙扣用途。,穿条纹服装的玩偶可见。,c02530fad9575a26f08f827b519b47c7cae237f8084ff3fd6b87cefcd490feab,49c425b16c6981f57c133fccccf6ab3f7f30e1d50094a81657a769b6ab41166c
146,toy08_indoor,fit,toy,socks,True,supported,conflicting,可见带头、耳和四肢的毛绒玩偶，非袜子。,悬挂的动物玩偶可见；并非坐姿。,e8ba7bdb13711fece730c62e750c5a2dd3d2bf55be651edcc40bc708a337e90d,3e1651725504c85fd69d980e1dace9d65580872f5a52d6e76bd561dcf49cf4ca
147,toy10_indoor,fit,construction vehicle,forklift,True,supported,conflicting,可见带长吊臂和吊钩的玩具起重车，未见叉车的货叉结构。,带车轮和吊臂的工程车玩具可见。,2018043f70bc8d42b589d8528d7e6d659f1f2f8f937daf17251a73818598f1fe,ea7c4eda7fd66a4047fa5f3783ab6df02458797427a81296b77315fab863aae0
148,toydog_indoor,fit,stuffed animal,stuffed-animal,True,supported,supported,可见动物造型的毛绒玩具。,米色毛绒动物玩具可见。,9400baa51c2af9a3abb44393b1345dd34f0b7a902fd8ed85242f87e9243399a2,33ca090153da2309855f509e27e0679349fc5db3cfb2df33683b0bfb04cd29b4
149,trashbin_indoor,fit,metal can,cup,True,supported,conflicting,完整首帧显示较大的落地金属容器，更支持垃圾桶而非饮用杯。,开口金属圆柱容器可见；颜色偏铜红而非银色。,61d3d6bb799a7538f74be3e4c639abdbc5f26ff2eaa388d33631740a41bad9cf,e3598ac3f6459517f0cc10065c51485e49cece4001670fa455d1253bba857c3b
150,tree_wild,fit,bush,bush,False,supported,supported,可见地面的低矮茂密灌木。,绿色灌木可见。,9dda1050fda922f5cc516c96724a39ad5559e8a93b34954ec1d742a551e8b72e,fdfc9c480e35299e3655824ed0f6d3236afa2065b382ffdcb34c89653b19991d
151,trophy_indoor,fit,trophy,trophy,False,supported,supported,可见带杯形顶部与底座的金色奖杯。,金色奖杯可见；底座呈方形，非明确圆柱。,59b97efd4fe6f241c6b2ba498af5548e2986028ce2c8f23c54ceef0702b75b44,36351db9acdcb2cbfef147c05b5dddeedd7afdb0f14d1f6b7df4a68f64f1e2f6
152,ukulele02_indoor,fit,guitar,mandolin,True,supported,uncertain,可见小型拨弦乐器，但琴体和弦列细节不足以确认曼陀林这一细分类别。,吉他琴身与琴颈可见；背带不可确认。,4fcd020588fda9215de25ecada42504c5e806ba4d027a25320ea454240346bc3,4477d8aafd57ba87ca58f65a699beff94f18890ad1607920942a3065b9a0a135
